Наименование,Дата поставки,Дата заказа,Срок поставки,Плановый срок поставки,Регион,Объем заказа,"Цена, руб",Условия платежа,НРП - нерегламентная потребность (внеплановая закупка),Поставщик
ОСЬ 150Х380 Г34-44-01/3532.21.00.012,2016-04-10 00:00:00,2016-02-16 00:00:00,54,130,Мурманская область,2,"7165,605096",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,1,3987
ОСЬ 150Х380 Г34-44-01/3532.21.00.012,2016-04-10 00:00:00,2016-02-16 00:00:00,54,130,Мурманская область,2,"7165,605096",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,3987
ОСЬ 005-01.01.1036,2016-04-10 00:00:00,2016-03-03 00:00:00,38,150,Республика Карелия,4,"12611,46497",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
БЛОК УПР БРТИ ЮР 2990,2016-04-30 00:00:00,2016-03-14 00:00:00,47,240,Вологодская область,1,"66878,98089",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
КОМП-КТ КООРДИН ЗАЩИТЫ НАПОРА ,2016-04-15 00:00:00,2016-03-16 00:00:00,30,260,Мурманская область,1,"99681,52866",,,2882
ОСЬ НАПОРНАЯ 3536.03.00.001,2016-03-31 00:00:00,2016-03-16 00:00:00,15,165,Мурманская область,1,"296433,121",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ВАЛ ВЕДУЩИЙ 3519.05.02.007,2016-07-15 00:00:00,2016-03-21 00:00:00,116,180,Республика Карелия,5,"103503,1847",,,3987
ВАЛ ВЕДУЩИЙ 3519.05.02.007,2016-05-15 00:00:00,2016-03-21 00:00:00,55,180,Республика Карелия,1,"103503,1847",,,3987
МУФТА УПРУГАЯ 3536.22.00.400,2016-04-30 00:00:00,2016-03-21 00:00:00,40,145,Республика Карелия,3,"163162,4204",,1,4014
МУФТА УПРУГАЯ 3536.22.00.300,2016-04-30 00:00:00,2016-03-21 00:00:00,40,145,Республика Карелия,3,"163162,4204",,,4014
МУФТА УПРУГАЯ 3536.22.00.400,2016-04-30 00:00:00,2016-03-21 00:00:00,40,145,Республика Карелия,2,"163162,4204",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
МУФТА УПРУГАЯ 3536.22.00.300,2016-04-30 00:00:00,2016-03-21 00:00:00,40,145,Республика Карелия,2,"163162,4204",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
УСТРОЙСТВО НКУ ТРП-Д ДЛЯ/С-М УПР.Э/ПРОВ,2016-12-15 00:00:00,2016-03-25 00:00:00,265,280,Мурманская область,1,"7328025,478",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 10 дней с даты ППС ДЕНЬГИ 100%,,2882
ТРАНСФ-Р ТСЗП-630-6У2 ОЭ 2ЭФ0.010.927ГЧ,2016-12-15 00:00:00,2016-03-25 00:00:00,265,280,Мурманская область,1,"1671974,522",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 10 дней с даты ППС ДЕНЬГИ 100%,,2882
УСТРОЙСТВО НКУ ТРП-Д ДЛЯ/С-М УПР.Э/ПРОВ,2016-05-31 00:00:00,2016-03-25 00:00:00,67,280,Мурманская область,1,"7328025,478",,,2882
ТРАНСФ-Р ТСЗП-630-6У2 ОЭ 2ЭФ0.010.927ГЧ,2016-05-31 00:00:00,2016-03-25 00:00:00,67,280,Мурманская область,1,"1671974,522",,,2882
ВЕНТИЛЯТОР 2.2кВт 1085.55.850-3СБ,2016-04-10 00:00:00,2016-03-28 00:00:00,13,120,Вологодская область,1,"25875,79618",,,3987
ЗУБ КОВША 1085.52.05-1СБ НАПЛАВКА,2016-04-30 00:00:00,2016-04-01 00:00:00,29,75,Вологодская область,13,"7225,11465",,,3987
ВТУЛКА 1080.33.39-1,2016-04-30 00:00:00,2016-04-01 00:00:00,29,90,Вологодская область,3,"10559,67516",,,3987
ВТУЛКА 1080.33.39-1,2016-04-30 00:00:00,2016-04-01 00:00:00,29,90,Вологодская область,1,"10559,67516",,,3987
ВТУЛКА 1080.05.392,2016-04-30 00:00:00,2016-04-01 00:00:00,29,45,Вологодская область,2,"6736,88535",,,3987
ВАЛ НАПОРН 1080.05.379,2016-04-30 00:00:00,2016-04-01 00:00:00,29,120,Вологодская область,1,"43722,33758",,,3987
ШАЙБА 1080.05.380,2016-04-30 00:00:00,2016-04-01 00:00:00,29,60,Вологодская область,2,"689,3566879",,,3987
ВТУЛКА 1080.05.382,2016-04-30 00:00:00,2016-04-01 00:00:00,29,45,Вологодская область,2,"7457,573248",,,3987
ЗУБ КОВША 1085.52.05-1СБ НАПЛАВКА,2016-04-30 00:00:00,2016-04-01 00:00:00,29,75,Вологодская область,15,"7225,11465",,,3987
ЗУБ КОВША 1085.52.05-1СБ НАПЛАВКА,2016-04-30 00:00:00,2016-04-01 00:00:00,29,75,Вологодская область,30,"7225,11465",,,3987
ГАЙКА;М56 6Н.04;1.1511.007,2016-05-05 00:00:00,2016-04-05 00:00:00,30,90,Республика Карелия,212,"178,343949",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,2853
ВАЛ-ШЕСТЕРНЯ 3519.05.02.083,2016-06-30 00:00:00,2016-04-11 00:00:00,80,330,Мурманская область,2,"165605,0955",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,3699
КОЛЕСО 3519.05.02.300 НАТЯЖН,2016-06-30 00:00:00,2016-04-11 00:00:00,80,320,Мурманская область,6,"136942,6752",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,3699
КОЛЕСО ВЕДУЩ 3519.05.02.061,2016-06-30 00:00:00,2016-04-11 00:00:00,80,120,Мурманская область,10,"146496,8153",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,3699
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-12-30 00:00:00,2016-04-12 00:00:00,262,280,Мурманская область,1,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-12-30 00:00:00,2016-04-12 00:00:00,262,280,Мурманская область,1,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-12-30 00:00:00,2016-04-12 00:00:00,262,280,Мурманская область,1,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-12-30 00:00:00,2016-04-12 00:00:00,262,280,Мурманская область,1,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
КОЛЕСО 3548.05.02.100 ОПОРНОЕ,2016-12-30 00:00:00,2016-04-12 00:00:00,262,380,Мурманская область,1,"251592,3567",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
РЕДУКТОР ПОДЪЕМА 3536.22.01.000 ,2016-11-15 00:00:00,2016-04-12 00:00:00,217,200,Мурманская область,1,"3726114,65",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-11-15 00:00:00,2016-04-12 00:00:00,217,280,Мурманская область,4,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-11-15 00:00:00,2016-04-12 00:00:00,217,280,Мурманская область,1,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-11-15 00:00:00,2016-04-12 00:00:00,217,280,Мурманская область,1,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-11-15 00:00:00,2016-04-12 00:00:00,217,280,Мурманская область,2,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-11-15 00:00:00,2016-04-12 00:00:00,217,280,Мурманская область,1,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-11-15 00:00:00,2016-04-12 00:00:00,217,280,Мурманская область,1,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-11-10 00:00:00,2016-04-12 00:00:00,212,280,Мурманская область,1,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-10-08 00:00:00,2016-04-12 00:00:00,179,280,Мурманская область,1,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-09-10 00:00:00,2016-04-12 00:00:00,151,280,Мурманская область,1,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
КОЛЕСО 3548.05.02.100 ОПОРНОЕ,2016-08-31 00:00:00,2016-04-12 00:00:00,141,380,Мурманская область,1,"251592,3567",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,1,4014
ПОЛУБЛОК ВОЗВРАТНЫЙ 3519.49.00.001,2016-08-22 00:00:00,2016-04-12 00:00:00,132,210,Мурманская область,7,"46878,98089",,,2914
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-08-10 00:00:00,2016-04-12 00:00:00,120,280,Мурманская область,1,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,1,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-08-10 00:00:00,2016-04-12 00:00:00,120,280,Мурманская область,1,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
РЕДУКТОР ПОДЪЕМА 3536.22.01.000 ,2016-07-27 00:00:00,2016-04-12 00:00:00,106,200,Мурманская область,1,"3726114,65",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-07-10 00:00:00,2016-04-12 00:00:00,89,280,Мурманская область,2,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ПОЛУБЛОК ВОЗВРАТНЫЙ 3519.49.00.001,2016-06-22 00:00:00,2016-04-12 00:00:00,71,210,Мурманская область,7,"46878,98089",,,2914
СЕКЦИЯ СТРЕЛЫ НИЖНЯЯ 3536.03.07.000,2016-06-20 00:00:00,2016-04-12 00:00:00,69,200,Мурманская область,1,"1178343,949",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
СЕКЦИЯ СТРЕЛЫ НИЖНЯЯ 3536.03.07.000,2016-06-20 00:00:00,2016-04-12 00:00:00,69,200,Мурманская область,1,"1178343,949",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-06-20 00:00:00,2016-04-12 00:00:00,69,280,Мурманская область,4,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-06-20 00:00:00,2016-04-12 00:00:00,69,280,Мурманская область,1,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,1,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-06-20 00:00:00,2016-04-12 00:00:00,69,280,Мурманская область,1,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ВАЛ-ШЕСТЕРНЯ 3536.11.01.002 ,2016-06-20 00:00:00,2016-04-12 00:00:00,69,280,Мурманская область,1,"147133,758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
КОМП-КТ КООРДИН ЗАЩИТЫ НАПОРА ,2016-12-30 00:00:00,2016-04-13 00:00:00,261,260,Мурманская область,1,"99681,52866",,,2882
КОМПЛЕКТ КАБЕЛЬНОЙ ПРОД В/ВОЛЬТН ,2016-12-30 00:00:00,2016-04-13 00:00:00,261,260,Мурманская область,1,"79617,83439",,,2882
КОМПЛЕКТ КАБЕЛЬНОЙ ПРОД Н/ВОЛЬТH ,2016-12-30 00:00:00,2016-04-13 00:00:00,261,260,Мурманская область,1,"645859,8726",,,2882
ЯЧЕЙКА В/ВОЛЬТН.ВВОДА ЯВВЗ-6-250 УХЛ2,2016-12-30 00:00:00,2016-04-13 00:00:00,261,260,Мурманская область,1,"471337,5796",,,2882
КОМПЛЕКТ ТРАНСФОРМАТОРОВ ,2016-12-30 00:00:00,2016-04-13 00:00:00,261,260,Мурманская область,1,"369426,7516",,,2882
КОМП-КТ КООРДИН ЗАЩИТЫ НАПОРА ,2016-05-20 00:00:00,2016-04-13 00:00:00,37,260,Мурманская область,1,"99681,52866",,,2882
КОМПЛЕКТ КАБЕЛЬНОЙ ПРОД В/ВОЛЬТН ,2016-05-20 00:00:00,2016-04-13 00:00:00,37,260,Мурманская область,1,"79617,83439",,,2882
КОМПЛЕКТ КАБЕЛЬНОЙ ПРОД Н/ВОЛЬТH ,2016-05-20 00:00:00,2016-04-13 00:00:00,37,260,Мурманская область,1,"645859,8726",,,2882
ЯЧЕЙКА В/ВОЛЬТН.ВВОДА ЯВВЗ-6-250 УХЛ2,2016-05-20 00:00:00,2016-04-13 00:00:00,37,260,Мурманская область,1,"471337,5796",,1,2882
КОМПЛЕКТ ТРАНСФОРМАТОРОВ ,2016-05-20 00:00:00,2016-04-13 00:00:00,37,260,Мурманская область,1,"369426,7516",,,2882
ПОДКОС ЛЕВЫЙ 3536.24.00.270 ,2016-11-15 00:00:00,2016-04-27 00:00:00,202,220,Мурманская область,1,"174098,0892",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
ПОДКОС ПРАВЫЙ 3536.24.00.250 ,2016-11-15 00:00:00,2016-04-27 00:00:00,202,220,Мурманская область,1,"174098,0892",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
КОЛЕСО ЗУБЧ 3536.08.01.300 ,2016-11-15 00:00:00,2016-04-27 00:00:00,202,240,Мурманская область,2,"201146,4968",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,1,4014
ВКЛАДЫШ РЕЗИНОВЫЙ ГИП 91.15,2016-06-20 00:00:00,2016-04-27 00:00:00,54,120,Мурманская область,28,"2522,292994",,,2773
ВКЛАДЫШ РЕЗИНОВЫЙ ГИП 91.15,2016-06-20 00:00:00,2016-04-27 00:00:00,54,120,Мурманская область,28,"2522,292994",,,2773
ВКЛАДЫШ РЕЗИНОВЫЙ ГИП 91.15,2016-06-20 00:00:00,2016-04-27 00:00:00,54,120,Мурманская область,8,"2522,292994",,,2773
ВКЛАДЫШ РЕЗИНОВЫЙ ГИП 91.15,2016-06-20 00:00:00,2016-04-27 00:00:00,54,120,Мурманская область,8,"2522,292994",,,2773
ПОДКОС ЛЕВЫЙ 3536.24.00.270 ,2016-05-31 00:00:00,2016-04-27 00:00:00,34,220,Мурманская область,1,"174098,0892",,,4014
КОЛЕСО 3519.05.02.200 БОЛЬШОЕ ОПОРНОЕ,2016-05-31 00:00:00,2016-04-27 00:00:00,34,205,Мурманская область,10,"111464,9682",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,3987
ПОДКОС ПРАВЫЙ 3536.24.00.250 ,2016-05-31 00:00:00,2016-04-27 00:00:00,34,220,Мурманская область,1,"174098,0892",,,4014
КОЛЕСО ЗУБЧ 3536.08.01.300 ,2016-05-31 00:00:00,2016-04-27 00:00:00,34,240,Мурманская область,2,"201146,4968",,,4014
"ЗУБ 1080.02.10 КОВША,С НАПЛАВКОЙ",2016-05-20 00:00:00,2016-04-28 00:00:00,22,140,Вологодская область,10,"7230,375796",,,3987
"ЗУБ 1080.02.10 КОВША,С НАПЛАВКОЙ",2016-05-20 00:00:00,2016-04-28 00:00:00,22,140,Вологодская область,15,"7230,375796",,,3987
ВТУЛКА 1080.05.312 СЕДЛОВОГО ПОДШИПНИКА,2016-05-31 00:00:00,2016-05-12 00:00:00,19,120,Вологодская область,1,"4435,031847",,,3987
ВТУЛКА 1080.05.311 СЕДЛОВОГО ПОДШИПНИКА,2016-05-31 00:00:00,2016-05-12 00:00:00,19,120,Вологодская область,1,"3582,165605",,,3987
Г/ЦИЛ 1080.30.100,2016-05-31 00:00:00,2016-05-12 00:00:00,19,120,Вологодская область,4,"4385,726115",,,3987
РЕЙКА ЗУБЧ 1080.04.114-1 КРЕМАЛЬЕРНАЯ,2016-05-31 00:00:00,2016-05-12 00:00:00,19,120,Вологодская область,1,"60509,55414",,,3987
РЕЙКА ЗУБЧ 1080.04.114-1 КРЕМАЛЬЕРНАЯ,2016-05-31 00:00:00,2016-05-12 00:00:00,19,120,Вологодская область,2,"60509,55414",,,3987
ПЛАСТИНА IBR130 23Х130Х240,2016-08-10 00:00:00,2016-05-13 00:00:00,89,90,Вологодская область,10,"2484,076433",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,3699
ВАЛ 1080.33.51,2016-07-10 00:00:00,2016-05-13 00:00:00,58,130,Вологодская область,2,"11178,34395",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,3699
ШЕСТЕРНЯ КРЕМАЛЬЕР 1085.75.350СБ,2016-06-20 00:00:00,2016-05-13 00:00:00,38,150,Вологодская область,2,"34006,26115",,,3987
"ЗУБ 1080.02.10 КОВША,С НАПЛАВКОЙ",2016-06-20 00:00:00,2016-05-13 00:00:00,38,140,Вологодская область,5,"7230,375796",,,3987
ЗУБ КОВША 1085.52.05-1СБ НАПЛАВКА,2016-06-20 00:00:00,2016-05-13 00:00:00,38,75,Вологодская область,25,"7225,11465",,,3987
ВТУЛКА 1080.33.40,2016-06-10 00:00:00,2016-05-13 00:00:00,28,170,Вологодская область,2,"7452,229299",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,1,3699
